Fp1,AF3,F3,F7,FC5,FC1,C3,T7,CP5,CP1,P3,P7,PO3,O1,Oz,Pz,Fp2,AF4,Fz,F4,F8,FC6,FC2,Cz,C4,T8,CP6,CP2,P4,P8,PO4,O2
-5.527113696,-15.15324122,-10.96400012,-12.48901762,-0.601660289,-6.991813972,0.900909052,-9.975048389,6.703950673,0.865344033,2.822932171,5.097181041,4.105875668,6.219834453,1.3321531,1.060886226,-3.430069478,-9.061342831,-3.731325333,-1.673116879,0.997479508,-1.99394736,-18.08834639,-0.836739095,8.598589564,20.9418441,16.59614576,7.397375619,8.09677526,1.442360253,7.99424959,-0.657103402
-1.971356679,-15.72865583,-8.793897529,-19.6693941,-3.052369897,-1.369504185,5.707803307,0.110920544,9.753625304,6.725699704,3.036975033,8.693543959,5.65484175,8.580986227,-0.962458711,2.208654108,-2.055988102,-11.49476072,0.511094585,-1.55223333,-2.426515454,-6.753016135,-13.90177742,-0.497841014,9.376265863,10.08975383,11.18061563,5.264165398,5.228679819,-8.313416188,5.69731388,0.722246358
3.894317274,-1.938374356,1.02835522,-1.297155001,2.910181414,6.430109077,8.168545095,14.27045716,3.664191008,4.644337595,5.306327937,-1.970020374,-1.688093486,-0.969606324,-3.822761052,-0.624073699,3.042439569,0.4808594,1.252612718,2.872940492,3.06549052,-3.092950916,-11.65878227,2.435316105,-1.042302208,-17.65287155,-2.26409627,2.301722817,-3.013419629,-14.78967495,1.058497353,-1.002518672
2.907696663,4.992704557,8.645201705,12.16523693,10.86342438,9.791559367,9.403067101,14.30443845,3.997217916,-3.573836227,7.045398298,-12.83525222,-8.980993143,0.423850931,-3.747955146,-5.454169886,3.418199781,6.60153402,-1.344568294,7.3092441,1.670972117,-5.771266866,-32.31091783,2.287692106,-7.938490678,-9.651783909,0.686019147,5.677974296,-5.635985913,-18.49469908,7.183203248,-3.634715918
1.058025054,0.580035368,4.298477689,-0.744167618,0.214436422,4.721109295,5.066073103,-7.613942741,5.970280224,-0.717516325,5.833041679,6.989108743,0.450956179,4.224517368,-0.954095087,-0.352610223,1.323158434,0.506935768,0.72147133,3.148536118,-2.986809912,-6.131635533,-14.96100732,-0.234584966,-1.523878431,1.711913799,2.23111486,2.864079404,-1.653973368,-13.94981534,4.351189792,-4.440423765
3.278571903,3.435110697,-0.001942188,0.747583621,-4.609747737,-0.952882724,-1.571349662,-7.412841215,2.686152756,-0.146585848,2.971131879,18.11200169,2.946715832,-6.221153178,-2.016983053,0.767599647,3.086617376,1.28361016,1.074878318,-0.765968287,0.415296222,3.446054824,7.590660212,-3.497371003,-0.213194929,-7.451104146,-2.081583663,-3.216545856,-1.553695548,-4.507447053,-3.025891001,-2.595698044
2.228139128,0.430295352,1.409125646,5.303831696,9.6908882,-0.488919986,1.227718502,10.6411309,5.167583053,-5.371274387,0.584339218,-0.869966996,-5.210731196,-1.121902938,-1.070280563,-4.689523126,3.201918662,-0.131147974,-1.811933834,-0.264427172,-1.590955583,-3.13312909,-20.54669998,-5.239976776,-2.420662709,-9.655780668,7.52032481,2.447176137,0.538034786,-0.229486617,9.23437274,4.221920763
-0.469449752,-5.595302583,2.415082793,-1.509815281,10.57633246,0.513850741,2.878073142,6.555135719,2.398076584,-2.202436984,-0.301693721,-8.830832039,-0.690999762,13.12067485,5.24546723,-2.669749559,-0.292889355,-4.650414869,-1.435812816,-3.297263824,-6.261869671,-11.00387044,-20.20261467,-1.862071055,-2.484346097,-13.98834151,5.873386383,3.364971928,2.949590125,10.30718142,12.85711562,8.694834979
-0.481716506,2.695318851,1.485807817,3.325244363,-7.229542368,-0.372938029,-6.975381278,-9.534643573,-12.12524816,0.807913394,-2.870721801,-3.780972532,4.086908671,1.03014014,4.104994347,0.12882943,-1.24881922,1.809676488,1.185903524,-5.70869403,-0.816883195,5.734824853,26.35045971,3.62215457,-2.719458473,-4.427455308,-10.1841159,-5.84789518,-1.147060237,21.67679667,-6.429873196,3.856446157
-3.766307501,-1.507317306,-3.357744674,-3.548156452,-13.47332816,-0.317219018,-8.103547292,-18.06954334,-8.615075916,0.232962127,-4.595787249,0.762082915,1.838084886,-7.23373989,-0.576751595,0.60993459,-2.30952889,0.009556799,1.926097083,-4.157216993,0.879086355,8.135278136,25.69370888,4.277508145,4.285810506,25.08986343,-2.176494977,-2.207581034,1.558676499,13.2001538,-6.700544841,2.217080975
-4.891851284,-10.49278819,-5.619744723,-11.70593969,-3.61029734,-2.390152539,-0.129344886,-6.858936249,1.870916568,2.305761539,-1.062457523,4.362338478,6.687758801,3.899474692,3.99620177,4.665715934,-3.878936925,-7.218727606,-1.642143501,-6.139345119,-0.422029808,-5.458471543,5.163932534,-0.389790918,3.313404245,11.81683003,1.59164453,1.168658787,5.06899496,5.215462922,3.588725349,7.19513671
1.002922826,6.5640736,-0.126543205,10.27609306,0.877857474,-5.051270325,-3.824361729,10.13289423,-10.08134096,-0.29827741,-1.063982664,-7.942482745,6.541436275,-0.194649159,5.026319996,4.166657785,-0.452214634,3.209826405,-4.630316302,-7.648842053,7.090156048,7.795443154,24.35898201,-3.524516949,-8.433378002,-10.71794999,-15.76847249,-9.358625243,-2.905376856,11.6147811,-8.677756026,2.042912775
0.09831166,11.85156952,0.32313523,9.454736936,-4.233816362,-2.334189632,-6.560358128,-0.432887917,-10.83708891,-2.231275938,-4.781202694,-10.53130221,-0.202790764,-6.197156316,-3.010346641,0.708254726,0.728536963,5.878831809,-0.829652508,-3.577673983,5.972329863,17.76327552,27.40708873,-2.26487703,-1.766044258,14.45560941,-7.574349699,-9.121314028,-2.974244218,7.216105461,-14.80738893,-7.589825654
-4.62503212,0.667867067,-1.528145923,-8.689584639,-2.476047047,0.93134729,1.055851251,0.247877685,6.110094101,2.131603255,-1.344796936,10.31504875,2.515611405,1.193113395,-3.556160606,1.457404324,-3.803497963,-4.111832284,1.748173879,-1.77718591,-3.984339732,3.565850421,10.37038153,-2.078917103,3.598929799,13.3030172,-0.304284007,-4.802852571,0.744981827,-3.790612713,-7.321205078,-5.762658551
0.55692431,13.64381335,5.485281148,11.50227507,4.92653368,0.244547142,0.36510081,28.42411146,-2.486794762,0.756265779,0.721706437,3.95935986,3.051607363,-2.337850291,1.322546866,-0.276852771,-3.209188007,3.513149606,-0.31915155,-2.770694054,-1.110763029,5.893766172,24.98009839,-3.204110258,-11.88795052,-14.93003724,-24.70806146,-13.641648,-9.602018086,-0.339567929,-14.85214015,-3.670259321
3.858956466,17.93014843,6.646313767,17.65470738,1.221950726,0.081569821,-4.577824762,18.96460637,-15.53761396,-0.360473919,-4.333916167,-12.64286944,-1.109428912,-7.090771519,0.250992581,-0.484281515,0.162375746,9.027125415,2.041933701,-1.740706134,3.833715958,12.3703697,36.97751375,-0.723610735,-10.36203993,1.297818905,-24.86036095,-13.06470546,-11.90293661,2.899799003,-19.70511416,-6.72324354
-1.289656417,-2.568861861,-0.024091297,-6.168179658,-5.700566676,0.861450489,-2.203486419,-2.293441941,-4.128337535,5.195256212,-4.496121767,2.11517622,1.889534837,-2.964715169,-2.326833897,5.29561798,-1.942711763,-1.759502109,5.175538573,-0.668811774,-0.168218615,-0.391652583,22.20572677,3.065452977,4.259212811,13.01527692,-2.934501773,-2.432254481,-1.871111759,-3.031057628,-9.571618011,-4.142510658
-2.337292455,-3.618898585,0.982288904,-3.871359082,-3.76082778,1.055706674,-1.930125706,7.396741994,-0.472933246,5.263619473,-3.012921998,3.329298323,0.611597665,-6.090004541,-3.034231102,6.462800455,-3.205756562,-2.967416712,4.147461251,0.583699159,-1.526324541,-3.43061828,15.87045109,6.319910898,3.831388308,-2.480430263,-1.930664134,0.299425151,-0.706171245,-2.858302432,-6.725514951,-2.194595729
-0.228198686,3.774248498,2.23362446,-0.023450379,-3.121468678,2.873311558,-1.877807388,-2.855068488,-6.059862514,5.097281527,-4.331008706,-9.771269234,-3.638130235,-5.481962308,-2.849953173,5.171311207,-1.708776538,-1.019253108,5.132637703,1.545627764,-2.944849679,-0.269060064,14.31005952,9.599755311,4.646414326,2.33935448,-1.988587542,3.844324484,-0.648610929,0.635789941,-7.003630382,-5.382792746
0.74603485,3.035252791,1.329080739,-1.886207868,-1.676342771,4.614729961,2.379864429,-12.3317718,-0.843269307,6.226038201,0.208352637,-1.069422469,-1.157270795,-0.278944028,-1.988326194,3.728329651,-1.70584872,-2.185205418,4.148348782,1.542296774,-4.799956744,-5.080006151,1.642183183,7.26763028,2.84428775,4.180565377,-0.462105447,4.929669039,-0.608712266,-3.376529946,-4.078132721,-5.294611794
3.385579709,13.14931799,6.492042062,18.83109169,7.359597246,3.641381941,1.592362022,9.5477226,-0.969416009,-4.312669858,3.055624082,-5.564854852,-5.077402855,-5.219039831,-3.317419643,-5.272852067,0.485763873,8.490747917,-1.565377165,5.31525852,2.260550746,3.128495699,-9.522582678,0.102529943,-9.017062282,-0.471317736,-6.577321577,-2.657510413,-8.638143405,-6.358755216,-6.220909286,-6.075431162
3.109046034,12.95693524,5.401128287,16.42462109,8.469487139,2.098661909,0.577354378,1.795191985,-2.582946304,-9.840943599,-0.623044669,-15.3962929,-8.480289933,-3.22768226,-3.612468415,-9.479104153,3.125702259,11.81702996,-1.766557702,7.749070775,6.548777667,11.87019677,-14.68659565,-2.845772762,-4.862319012,10.43038277,0.863720388,-1.862204104,-7.799246659,-5.233309344,-2.916013098,-8.022516091
1.479746961,-2.673819552,-2.161462839,-6.652455729,0.163747908,0.498258249,3.824891437,-16.18687979,5.97531156,-0.421344966,1.508992677,5.675897138,0.610552755,4.237536132,-0.016331784,-2.950626632,1.452229982,0.24619105,1.495005137,2.334017968,3.299141587,2.496639955,-12.44229381,-2.173811965,3.596375576,3.088612103,5.160510761,2.546821111,-0.190757689,-7.847143107,5.280865486,-1.25441767
4.408375834,0.18642312,-1.812167557,1.540834905,-4.079218683,-3.209110922,-1.186197663,-1.950311062,3.051260891,-0.720087646,2.91279409,12.37235697,2.051404027,-1.324740752,1.95299133,-3.004455173,1.691697964,0.540940415,-0.406196988,-0.667944035,7.387728447,-0.167367262,-1.651734314,-3.616457451,-3.73463508,-5.791931224,-5.623452326,-2.990325053,-2.096085695,-4.243987356,3.872490151,6.307108098
4.689256783,6.754960116,-1.645880691,6.801204999,-7.293626323,-6.804328919,-10.18718399,1.748008477,-7.305131627,-8.547705544,-4.548349123,-3.447646019,-3.424440379,-2.474983776,3.208213157,-6.177419131,4.977655875,5.75775881,-2.614667878,1.300477907,12.40662879,5.776470699,6.579058782,-6.629940194,-5.004161849,8.189295907,-2.745917609,-5.835572796,-1.521371538,10.0718292,1.93416718,6.013340698
1.316099364,-2.285468804,-4.454806947,-6.888117521,-7.715708879,-5.685925323,-8.848867116,1.845974778,-4.443274222,-4.714263023,-6.56818357,-1.773103745,1.278567803,4.0421444,5.512869741,-0.797209256,4.13634198,-0.340365739,-1.065030484,-1.240576609,6.471423174,0.730656073,8.786161881,-6.741191698,1.517720979,-2.179253976,4.41081471,-2.030746821,4.782160914,12.92841741,4.817387845,5.195352677
0.40587616,-8.41148013,-1.796674699,-6.011371417,-1.251033782,-1.64275215,-2.951738093,7.265689464,-0.870071491,1.244308976,-1.629836071,-0.480205349,4.444416732,1.80358771,3.737888125,3.301168641,0.308641967,-5.705816128,0.669131844,-4.150840994,-0.923998853,-5.460891708,7.030644949,-0.993628929,4.22396614,-15.20665322,2.786780553,1.485596272,6.13867598,2.647437626,4.451061159,5.542120719
-3.417800105,-13.25071064,-3.548854351,-10.49940657,-0.69799272,-0.242419886,0.666480484,-13.36824341,0.814780108,2.349488868,0.583692421,-2.851236206,1.802424323,2.077412634,1.344217722,2.769079902,-2.607288611,-7.897376725,0.64547127,-1.525360485,-5.665543191,-5.55657868,-3.849349237,4.760291759,9.861384031,7.099502239,10.79867531,7.506339245,8.853785853,-0.765546615,7.845553194,5.965128068
-8.24076694,-17.40667572,-9.466932393,-21.25848456,-3.802858488,-1.043018038,4.460554375,-10.60066706,8.93078738,4.011145678,2.777700517,6.082018076,2.140273611,6.321414463,1.87798785,2.323435823,-3.936300942,-8.882975998,-1.174318952,0.4233896,-9.346171291,-6.506611971,-15.98934325,3.666466501,9.624968765,6.156858485,16.02897862,10.47967601,11.01104943,1.022636137,13.30725354,7.008530735
-4.886440315,-6.593436458,-5.401466663,-7.115680091,2.135347956,-1.724151614,5.456947811,25.80599859,8.730575816,3.331633765,4.382889551,3.544548399,0.345815511,2.07743538,-0.501518405,-0.819934572,-2.808931431,-4.074806195,-3.623625955,-2.015327873,-6.212122869,-5.48904878,-12.01099714,0.129361895,-0.016796666,-16.84455715,5.779094743,3.983826933,3.95467889,2.906021581,5.2020115,2.372653861
-0.816407538,3.624652156,0.882234865,8.971062603,7.138528273,-2.646019067,2.76625233,19.59928689,1.384096752,0.745015336,3.646304925,0.005619476,-1.31192762,0.700120895,-2.200016052,-3.459312473,-1.460222047,-1.081223893,-5.51022773,-3.868267336,-0.992690899,-2.467899087,-3.875440689,-2.034143292,-4.082373865,-8.71057463,0.058099175,-1.810564573,-1.774893144,6.172623262,-4.745661828,-2.846031171
-1.105791496,3.338222638,0.967398514,10.5385505,3.203950795,-1.834980846,0.28279399,-6.954305049,-0.486062346,-1.223751446,4.571551076,7.094536315,1.354675364,6.349529801,2.898496128,-2.162241793,-0.392313221,0.790466675,-6.019647383,-0.410698179,-0.217849416,0.561850754,-8.5599753,-3.701115114,-6.719374749,-2.741335424,-0.971517402,-1.259650826,-1.244017997,3.992790032,-1.14967817,1.209493581
1.111218041,5.18667481,1.74522663,11.02216848,0.004616784,0.112366808,-1.48870546,-2.687226186,-4.437275605,-2.455681897,3.076639733,-1.736593166,1.793229727,5.188716124,5.526361497,0.069542857,1.258115925,5.363275895,-3.842094212,0.778430464,0.169673646,5.445607088,-5.318166521,-2.466586964,-9.323541906,-7.511590663,-6.034632953,-0.830205635,-2.014711256,-0.201803478,-0.268025582,2.764976975
1.241557123,-0.259976043,2.33991464,2.027352836,3.877633715,-0.121861338,1.774617797,3.985802295,-0.934639182,0.829980832,0.940972286,-3.061235234,1.85349758,-1.152068572,-0.411377149,3.087228721,-1.335020624,-1.102449858,-2.154313229,-5.602227186,-3.397294881,2.14598485,-2.182862619,-0.347955034,-0.987527408,11.83268167,-1.560917984,1.12306456,-1.065610068,-5.000408124,-2.51462064,-3.867923729
-3.733645129,-12.98691836,0.386957682,-7.767237755,10.08502536,0.413109111,9.076155071,3.159986222,16.21204095,3.101214109,6.787517835,16.24051618,1.751288651,-0.762695159,-5.065265459,3.47722989,-4.404766338,-9.805687661,-3.515139011,-3.811401002,-9.211440063,-9.745200013,-31.05130464,-0.401753454,5.857833786,11.11775492,11.45350567,9.028561772,3.245565628,-14.09856443,9.871145089,-4.904389463
-3.350516308,-9.585143945,-1.461493556,-2.758356561,6.443136511,2.247273545,7.13615103,0.516681788,15.0526781,0.158100453,9.809214714,10.45709349,-0.532831952,5.690277791,-2.110665678,1.445120142,0.660610643,-1.426390946,-2.125956622,6.799558539,-4.088167979,-8.537837816,-38.29787186,1.104685041,2.02272209,-22.62139056,10.22677591,11.27746188,2.600153832,-10.25205886,15.02251118,-1.521524045
0.050468141,-1.953385144,-4.113891852,-5.008174434,-4.581117863,2.247498979,0.945681112,-12.86046406,0.103898273,1.990104803,1.90409594,-3.555404639,0.901839379,5.331316204,0.451196339,3.504881115,4.480676526,4.070315505,3.543916564,6.459690368,1.876690822,2.150231107,1.27994084,3.298961378,3.885982708,-17.67479874,0.087917261,3.83981016,-0.747113027,-0.697456398,0.602647854,-1.815955229
-1.61910843,-7.801676455,-3.71252166,-15.48213525,-4.726921084,4.275003966,4.930809356,-20.24042912,3.872973233,4.228795672,-3.691780969,5.109264394,-1.40122537,-2.34859714,-2.728574612,2.312548986,1.211090902,-2.614267326,6.315832976,4.55479473,-2.854666243,0.291048776,1.925335352,3.432799342,11.1639402,15.29136146,5.893793764,3.168713042,1.028244274,-10.26909766,1.080899296,-0.59624841
-0.608626815,-6.265539248,2.301487012,-10.1233282,0.922939768,7.33536189,6.349224907,-14.92945771,4.894778511,-2.508453682,-4.943941345,-0.767830815,-10.01039209,-3.045204276,-3.95395488,-4.779606286,2.456492134,0.44081979,5.454616713,11.45329549,-1.668724522,-3.826416854,-22.87960258,3.430043398,7.640382359,14.37852984,12.88198459,5.884169991,2.709644197,-12.93565134,11.99556445,2.717395601
4.996065742,3.329501294,6.420531702,-1.294382793,-0.019672782,5.761118268,-1.278378563,-11.42777441,-7.491497867,-5.970222213,-8.215027333,-14.683823,-8.004281651,-0.476959191,-0.635379916,-3.945509847,6.223922877,5.3343042,6.199608095,8.616145855,4.242108667,-2.009405913,-4.253356997,1.825803052,0.487652506,-2.347185191,2.944519546,-0.306429224,1.770167125,1.796607415,7.370976815,5.040253735
6.050111057,0.949217583,6.865681252,-2.455169876,1.734632652,4.005868411,-1.548070905,-11.98062942,-3.615124619,-2.270163903,-6.858061985,-3.984105622,-0.623509026,-3.730594798,-0.186937252,1.056543513,4.145157128,0.471694327,7.476723955,0.286551539,-0.749628104,-9.23200471,2.476649573,0.175598591,1.340310938,-10.28663797,0.54748455,-1.789755817,4.596288042,3.101643536,6.714994542,7.315242829
3.584562393,-1.431663466,5.235176741,-1.419282087,3.330471447,2.787334814,1.047003503,-13.90070358,2.951812055,-0.72710376,-1.035784951,1.125372547,-0.262763906,-3.046647511,-1.09687478,0.796138559,2.930975652,2.02158621,4.659072084,0.518870671,-3.93122844,-13.65227062,-11.11539121,2.20899778,1.248843809,-16.84572508,6.085512129,2.34455499,6.20387792,3.312551836,9.869737907,6.20298634
0.201769317,-0.310681236,-0.55813592,-2.279673385,-1.245802044,-1.635427018,-0.89442979,-9.856829769,-0.644978514,1.742262035,1.731492468,-5.672502321,1.557523777,0.652254439,0.398727265,2.142630751,2.25229847,2.509803901,-1.003809188,-2.153212062,-0.997184502,-4.931936001,-1.165284138,1.834761185,0.264787647,-5.153797034,2.938304063,1.199801931,4.011674131,8.762845288,2.736971292,3.565774962
-3.382743617,-6.579578299,-3.404445667,-6.640340407,1.284509796,-2.833379472,2.451016091,-1.590873427,7.057037292,3.908911716,2.952518787,0.145771361,2.211851631,-1.09156993,-0.809706757,1.97587348,-2.655118156,-6.995904632,-3.86032118,-4.972218707,-3.146687017,-3.815879316,-12.97300482,-2.038742453,5.643962029,17.18227045,8.379663252,3.535823253,5.605450404,-2.068194352,4.597930928,1.92611774
0.473180419,-1.177498869,1.35098201,0.46981849,4.399638441,-0.231584491,2.408679688,-0.65266864,6.978539927,0.625736195,1.085469536,-0.076690502,-1.457585817,-2.009977387,-3.745711198,-2.975456154,-2.796043166,-4.832888773,-1.528385846,-0.421129773,0.470384183,-3.959667835,-16.68668822,-1.803778611,4.761866329,13.53976773,10.37716957,1.303393942,3.021025306,-2.253976519,1.166323529,-5.82224349
6.514985684,10.6880489,3.42459242,3.894075554,-0.201736566,0.577741521,-2.85091301,1.872720416,-6.643902448,0.348827939,-3.73758329,-5.779969298,0.196683889,-3.482271876,-5.024864509,-1.937930147,1.63533802,1.740145098,2.785706761,-0.640577786,7.047470151,4.233465274,24.66475247,0.492948453,-1.571469175,-0.930878429,-4.34005756,-9.611328496,-5.206739674,11.11702926,-16.69183582,-12.58247373
2.04486823,1.515564836,0.567990621,-6.142278512,3.391651223,1.641057252,3.084083775,9.418647892,2.110317579,1.546262268,-1.475258797,5.867684365,-0.487953435,-5.745053577,-6.204315276,-0.557734757,0.50935619,-4.238368605,2.693483572,-1.971740197,-0.443189107,-0.358336836,10.40338763,0.060986028,0.670144513,1.75438839,0.662232999,-3.698507131,-3.120755396,0.285931712,-7.338966058,-6.445581388
-3.693729645,-1.92554586,0.491320172,2.521167514,6.771785411,-0.073445097,4.917329215,9.882846728,11.59745292,-5.264553528,6.26622992,11.28784106,-5.588060235,4.533354899,0.121434153,-6.460726117,-2.123951523,-1.125173678,-4.337247975,1.121345855,-5.649529456,-6.030616312,-35.10005159,-1.88243476,-4.873978404,3.352057465,8.916954014,5.983672095,-0.084366057,-8.39141255,11.8904455,2.949585861
-3.02132219,11.71837272,1.636735332,22.39186235,1.383645344,-4.479665462,-3.331510687,7.73443052,3.199833764,-11.20350217,11.20979111,2.113013785,-3.402632048,17.22426628,12.54994229,-8.800196303,-1.932366482,9.74259838,-10.43830676,1.004853584,-0.54154398,0.851636394,-28.55405596,-3.906641612,-19.34190257,-14.78584205,-5.361921533,1.439200814,-4.930788773,1.459623624,9.702700472,8.669691818
-4.719805912,6.399715461,1.083703682,16.16398518,7.533631192,-2.006519568,2.715819931,12.08846769,10.15149034,-8.181826266,12.03304894,3.271111524,-2.765916852,11.56585755,10.17764505,-7.201883925,-2.793870645,5.636842055,-7.89037238,3.720828158,-1.130517298,-2.133978356,-33.64297843,-3.276810022,-13.561085,-34.02421438,0.361498916,6.291502971,-2.488324885,-3.27197746,12.08724263,7.807690096
-3.621747562,-1.436055987,0.960412483,4.075939012,9.847460875,1.016843765,6.297047165,22.01898417,9.006779768,-0.736341173,2.903550783,2.558703677,-2.697616885,-2.655620471,-3.348709944,-3.652205748,-2.411354766,0.179738178,-0.286258274,3.59937708,0.847152182,0.350676685,-11.98418443,-0.52777583,0.003340368,-20.3097438,4.342445014,4.512492975,-3.197826254,-5.826875496,-2.682974632,-7.145652938
5.175663322,9.68876742,0.551746955,5.063730384,-8.852746597,-1.592768984,-7.719658432,19.85848442,-18.19253918,6.93372119,-10.90367657,-6.760305583,9.062706177,-7.963384347,-4.131067184,6.721628372,0.234094401,0.414968739,6.125812678,-8.501905597,8.403611571,18.78821735,74.78825464,0.368702042,-0.92094939,16.39291925,-28.20889646,-18.16367429,-14.42409938,4.019863027,-39.32147718,-16.93574278
6.348250884,10.05261895,0.051499158,2.629538134,-14.37515306,-0.516438859,-10.38681363,-0.867956796,-21.49592151,6.582967604,-11.72768352,-3.959795299,11.50481917,-6.040528875,2.099827525,9.295599173,0.858040867,-1.853713297,6.901885301,-9.365271114,7.619151838,17.86658434,76.11333115,0.717144374,-1.952480199,25.76772059,-33.05721309,-18.25738237,-12.14807171,0.699772542,-32.11022019,-6.994108085
-0.491171676,7.807094854,0.241793935,9.341692412,-5.914487702,-0.359220664,-9.1764433,3.078916789,-14.51248021,-2.430668808,-7.838909746,-5.153182613,-2.926742709,-7.218437534,1.25260757,-0.444533675,0.215947172,5.710467438,0.8943953,0.127393769,9.328349038,15.07252008,27.35247765,1.056824331,-3.929445368,14.17788626,-14.3431487,-6.346268595,-5.687315518,5.415874438,-11.52015557,-2.781628659
-0.738803159,17.96068526,-1.746129254,21.60456364,-12.34981276,-5.456341982,-20.60240173,31.2129841,-31.35391143,-3.619002375,-13.44736475,-19.54371664,-5.789202705,-13.98442496,0.95786115,0.357249675,-0.899503764,13.13838468,-1.926521091,-5.380762662,14.76561662,30.39116746,65.76973531,1.029517952,-9.669689566,19.96994179,-28.88348088,-16.75375521,-11.05075453,21.47106691,-28.12750262,-7.305692477
1.895876278,10.75221376,-4.898685036,7.40498083,-17.8006372,-5.263104722,-18.85046832,19.9382789,-33.23441313,4.74177056,-16.09974763,-17.00476474,3.889307683,-15.05752718,3.379372613,9.653790883,-3.258243124,1.31498019,2.812862961,-11.49802023,7.360921022,23.03147171,88.04602682,2.420641332,-1.863251302,24.59176966,-32.61235894,-18.02032039,-6.117623562,17.48467433,-27.34050862,0.200734577
